time,V4,V2,III,I,V6,V1
0.044,-0.1767723770846304,-0.0070611104420476,0.0051582972821554805,-0.025283887409505993,-0.0332130459469082,0.13538256091743006
0.046,-0.16753217545636237,0.0010690380301442656,-0.002634255704675368,-0.03924443186201178,-0.020086842927995886,0.13137389617016285
0.048,-0.1697701728687641,0.006449229567729343,0.006923868904407953,-0.04023620731639263,-0.02604562617686819,0.1284506131932955
0.05,-0.20842108600980147,0.008865746212470186,0.007577517345209134,-0.026581093333353067,-0.029893297840622404,0.1384544152953558
0.052,-0.21818722208924207,0.012620845106283009,-0.0025105854650331536,-0.0421280980685099,-0.026519655814817977,0.12908319488038789
0.054,-0.23091951249668105,0.015342865664741712,-0.0047154668054497275,-0.05745828062468165,-0.023692102377396197,0.1262936181557538
0.056,-0.2348434391193615,0.00873734708339611,-0.010607224672782254,-0.05624901622291558,-0.03391992939072267,0.12395223626229541
0.058,-0.23171361237624008,0.0017834699358390681,0.0054881136538563295,-0.044628327036126604,-0.03203680385321798,0.12632837351801277
0.06,-0.23845925383659572,-0.013492822234095973,-0.009720950848390681,-0.03834685028354082,-0.034284280857182325,0.13138425743556786
0.062,-0.24083951264923165,-0.027913088474256418,-0.022109851494271752,-0.03389612522877977,-0.03275332398694741,0.133503107110799
0.064,-0.24393549574261655,-0.02501959570767718,-0.015381493481182472,-0.031387481602221386,-0.038736582097115765,0.1349244958148119
0.066,-0.25082016999185863,-0.017435070667464483,-0.0049897866576889185,-0.036197459464441716,-0.025541527744548376,0.14057928640332182
0.068,-0.2404544627786321,-0.008977646123242412,-0.015763190459171437,-0.042334980325899725,-0.01890855471753881,0.1340784006838753
0.07,-0.24478837187561012,0.0034565266177720632,0.0061997617450017355,-0.03552995321350401,-0.02454334108615501,0.1358298991922527
0.072,-0.24633002851143568,0.011760052955528693,0.008217749817095141,-0.03988795297196339,-0.02715780927711359,0.13036577309089112
0.074,-0.24424351323720794,0.008180014770949203,0.01644040031225627,-0.039042090674285004,-0.029021404705053263,0.12728359418791588
0.076,-0.2508666802702356,-0.004872184693932514,0.0012927607125494177,-0.04781268864146973,-0.028412698117898417,0.12387161171290584
0.078,-0.24317493263638215,-0.008620773265395766,0.0016785970068461176,-0.048509290529661145,-0.03526294417579801,0.12548266009434736
0.08,-0.24863751133731588,-0.009025921464728926,-0.014104248816349103,-0.053240528168518826,-0.026654817764906063,0.13696459835005312
0.082,-0.24366411917675823,-0.010342084539957904,-0.00844487853090096,-0.04514647940982798,-0.03368126429856121,0.140265787964544
0.084,-0.24083971740479657,-0.006003389328165376,0.014121929918420732,-0.0503787739280372,-0.02708756547510825,0.13892130798562558
0.086,-0.23177900501453733,0.00019055504630953796,0.010450203006540643,-0.039062002246730364,-0.027900836468510593,0.1336317510512896
0.088,-0.22173700170909127,0.002115901615127514,-0.002666728974103224,-0.04319503558562217,-0.02220545908564494,0.13721689711021343
0.09,-0.2154427371949304,-0.005336914159591289,-0.02496210016362933,-0.03597402725383306,-0.030650720198593672,0.13976268529580985
0.092,-0.229876175649507,0.010193667243596952,-0.02743848562059116,-0.03921843728702714,-0.03352419988240826,0.13688447213219648
0.094,-0.2215125955621832,0.009412000652787883,-0.022238845521746327,-0.04522078731912636,-0.030556720117515535,0.13362501987846714
0.096,-0.22347212433627978,-0.0022146715135149863,-0.019383756153119373,-0.051401362525834576,-0.031614022162294086,0.13136962182392822
0.098,-0.24361627608866435,0.0013628276570472001,0.003292106756722772,-0.05544763781878659,-0.033025014404797284,0.13781313405079407
0.1,-0.25035018497448125,0.006438622019406266,0.009466082770656295,-0.06282805560668561,-0.028641821160683117,0.13488902937069197
0.102,-0.24589649370708505,-0.007625551362927244,0.0010535978301480277,-0.04461951195872147,-0.028694017214343323,0.1368315859233714
0.104,-0.2435562324876927,-0.014734027922039455,0.002010764769234078,-0.04346848142866574,-0.026980427243638704,0.1377811782412667
0.106,-0.2334083159403472,-0.017382410444730927,-0.007871393204783559,-0.03769746727520846,-0.024045697738963086,0.13277982306543776
0.108,-0.22192412670951728,-0.010512842835075418,-0.018179618529800653,-0.05466488793301044,-0.0028718808447135325,0.12878868957803338
0.11,-0.20831316136740674,-0.004608725471895726,9.160169202132725e-05,-0.05438613694188752,-0.006433643007789952,0.11846641585952772
0.112,-0.22372407964210986,-0.005319047324501565,-0.010125645330761398,-0.05947634005176197,-0.009998732440356562,0.11907892220262752
0.114,-0.22454770041154973,-0.009781587984561097,-0.0260321995902532,-0.05066863048740675,-0.0179122067779315,0.12120721212066768
0.116,-0.22207657617337925,-0.018260667528130794,-0.01395197716511752,-0.05160149728592109,-0.01850535539478781,0.12109046326801953
0.118,-0.23644883541905634,-0.019299393880206482,-0.024876850217992467,-0.05403405309932309,-0.0230237311237267,0.12375260810071632
0.12,-0.22753492593342842,-0.02992663928996773,-0.013944720967737415,-0.03838590190185628,-0.02842204795881253,0.12661134324061227
0.122,-0.21123247870520556,-0.021188773813865268,-0.01538593029773582,-0.05040888847333603,-0.02861860670959829,0.12972542594710515
0.124,-0.21627684855617185,-0.018109773356680646,-0.029889006992680968,-0.06002333377772911,-0.02639809749575855,0.126602257906187
0.126,-0.2107064347339224,-0.010028136581329774,-0.013416744234016374,-0.05692378782483321,-0.032283107549243156,0.12350442344881293
0.128,-0.2023225214535823,-0.008162597651261686,-0.016726101061993147,-0.04677788549705513,-0.03650289751013493,0.11758342014792221
0.13,-0.19734047574903998,-0.00397266715440636,-0.021248859992939826,-0.05109744652151771,-0.03403757215836365,0.12118249512860524
0.132,-0.19481330635710506,0.007964081654772496,-0.011203386503787207,-0.05419015390856891,-0.03468877370838574,0.11549870761890868
0.134,-0.21530514481622273,0.01047707322898522,0.0036379359774421772,-0.04050387864083704,-0.03927440199387303,0.11828649110064132
0.136,-0.18821682838242523,0.004447671796052604,-0.011630333317176082,-0.05122902416976697,-0.037471431808198855,0.11129696608032277
0.138,-0.18000261052536873,-0.00011043169625699424,-0.02511304990521191,-0.055950712894350475,-0.040808646662531506,0.09711983682277378
0.14,-0.17959126209747964,-0.018203438872654545,-0.03690403286084762,-0.05346722795830241,-0.03822781443499698,0.10716444137354673
0.142,-0.17490656840811764,-0.01562995067956349,-0.021867431588424992,-0.05535246850734909,-0.03182252267951872,0.10284788277155354
0.144,-0.18196218821473165,-0.013388171598836762,-0.02091015227855512,-0.059422959270720443,-0.027299385042472563,0.10460959359357906
0.146,-0.15918972006845408,-0.011479651473396031,-0.03793111634997829,-0.054130716379451924,-0.030916056127040733,0.10314213123525724
0.148,-0.1515367528683057,-0.004862889164228961,-0.025921296148060078,-0.049043540834337596,-0.023542721926619697,0.09707923220350999
0.15,-0.17065042310447434,0.004070162273728124,-0.03256212816969547,-0.05411509741963347,-0.030210001792274642,0.1044017960626802
0.152,-0.1638353700888376,0.00771978408717244,-0.027787687615696686,-0.0537213772473746,-0.03140233710774147,0.09773690697564613
0.154,-0.1676466828716679,0.011260774346336207,-0.001032257556723414,-0.05622505528747429,-0.03132959086535497,0.0872239479020966
0.156,-0.17572404577868384,0.010968144880211434,0.009218931962987799,-0.05877002757768585,-0.03158016491903494,0.08784517040422057
0.158,-0.16672900341200222,0.00784770691482857,-0.008069799383522109,-0.07488696877434181,-0.02588503482756492,0.0822402964889112
0.16,-0.1717416420649498,-0.0037760536380684415,-0.004735444041326127,-0.06600681794499366,-0.02869908275714665,0.09209719525893538
0.162,-0.18016079044302838,-0.004117381858523745,0.007885067324875749,-0.06370860616914732,-0.02979504541240611,0.09507844668134878
0.164,-0.1887353517417735,-0.000600459280842585,0.00581417462053387,-0.07791434659896744,-0.026326012121678316,0.08456590020719021
0.166,-0.18331388865910644,-0.004954237881923465,-0.015003215071200532,-0.06997179953845067,-0.03168564523847153,0.07563518076201851
0.168,-0.1739580693289009,0.007336357413438313,0.0012990332319992187,-0.07549880944606013,-0.029500206050907564,0.07710222353957691
0.17,-0.18040259314566048,0.017718282824561622,0.008946842795005865,-0.07828342068440575,-0.02554326769462647,0.07474793434249995
0.172,-0.189580524211983,0.0146085003399384,-0.014255091494407061,-0.07435815863647448,-0.02827382840267047,0.0796392243054009
0.174,-0.17823065398386476,0.016048792079064757,-0.011192052923044657,-0.060882263770134046,-0.03974706880972205,0.07975762249098695
0.176,-0.17985508263115366,0.017798828437000654,-0.007897305661919967,-0.06991124059574079,-0.036694187829756426,0.07880178314627875
0.178,-0.17272238267235152,0.010108450986694606,-0.018158724187898073,-0.06417187683031206,-0.03559379246667526,0.08642979635882841
0.18,-0.16572525481451897,-0.006498407904199874,-0.03141150023489094,-0.05461487058906278,-0.03210294157090114,0.09236241463738862
0.182,-0.18914422597719346,-0.008554992966789424,-0.012999660782524217,-0.047069868036144984,-0.033324811021177424,0.10904838617763993
0.184,-0.1857600388188093,-0.006667536269160483,0.008301091622748377,-0.04682159496121354,-0.028537579748718914,0.09568254022069507
0.186,-0.16634581331625228,-0.010198018575124975,0.0076302108932780315,-0.03952594970377667,-0.0336435829667121,0.0964576361604293
0.188,-0.16666698498244265,0.003262955146715583,0.02153753710418333,-0.05057077162230799,-0.03227651355310615,0.09055977825830672
0.19,-0.1730210522716265,0.01837660967788,0.021575541797385838,-0.06672678605415117,-0.029271902846789075,0.08631958568725293
0.192,-0.18515421191284556,0.008071602041368533,0.004600590650788066,-0.06224049813721627,-0.03463004939396693,0.08955351120765032
0.194,-0.18208955263940774,-0.0014248347850853973,-0.007533750955539045,-0.0535489007385744,-0.038066554432708365,0.08479575649834917
0.196,-0.1918583952197911,0.005254700875227169,-0.002049371999504266,-0.0688167561604153,-0.035246474913467406,0.08603243708835462
0.198,-0.21479736633259114,0.0038370518927911346,0.006267510075544891,-0.07474601768435084,-0.035835288186816014,0.0895797321572362
0.2,-0.20446822561093628,-0.003814493229531335,-0.0026919932068633964,-0.07178667644529889,-0.03182025574356292,0.08785712502764194
0.202,-0.21075738641152195,0.002184609148163585,-0.0010262889939077,-0.06564483131907073,-0.038768479185000065,0.0919138120612209
0.204,-0.19855180357081248,-0.002101682991630499,-0.0019035020262796753,-0.05713075653429128,-0.03671200793695223,0.09402181653406827
0.206,-0.18944806504045683,-0.0003843924581361559,-0.004136728172602542,-0.04934091472144358,-0.040344779818091925,0.08812356628386026
0.208,-0.19552609194528897,0.0037293912246349733,-0.007540907989236095,-0.04261639157213161,-0.04295974492078815,0.09630037252530468
0.21,-0.20153143760783526,0.02461156736882001,0.0020786309248613456,-0.04796484743231735,-0.040216707155970255,0.08961476995987983
0.212,-0.19064266899098656,0.03166442975671915,-0.008489947592310686,-0.05863580460611497,-0.038952520610204475,0.08855485630034299
0.214,-0.18614263847499002,0.030536462094215105,-0.019522272102055416,-0.056764723805301155,-0.03866324456928623,0.08781131378887831
0.216,-0.18735422078019104,0.030468740173535132,-0.011007347734205468,-0.06877070078603165,-0.039880956810288797,0.08975124781180316
0.218,-0.2080116882364107,0.025552301434871378,-0.0048573360062246496,-0.07219767421748613,-0.03603945876443395,0.08494583692102003
0.22,-0.19846469594231025,0.009700195920007265,-0.013694177045225317,-0.052625301519392806,-0.04222184883860727,0.08690620438520996
0.222,-0.18554805281632858,0.008311725470970916,-0.01628247121724168,-0.05633973710775843,-0.03199663047864118,0.07429833682118972
0.224,-0.20198190410577407,0.006460820451370005,-0.008087282428707246,-0.059197414554363136,-0.03497147473105121,0.08084921545598937
0.226,-0.20431443554616363,0.0023234502999424176,-0.005305350320685045,-0.050572597087316075,-0.0344764825252289,0.07946937093438411
0.228,-0.1983791261478229,0.0004887081484249276,-0.013571114604570044,-0.04668964010982895,-0.03129593139913956,0.08173969708979843
0.23,-0.22322242554918906,0.014220769761509171,-0.012818340782743127,-0.060686620259127404,-0.03122233093032057,0.0855226310324887
0.232,-0.23640720533302645,0.012805384929722517,-0.01585957044320385,-0.060407471600515496,-0.030821565095100038,0.08726578391883984
0.234,-0.2211478643669199,0.006258376523788497,-0.025280822194064984,-0.05042344392852292,-0.03290717945852586,0.08241381451793854
0.236,-0.2194011098133434,0.003466602963632494,-0.0132518139578261,-0.055109483777353266,-0.03458486956336016,0.06992519725115547
0.238,-0.22544967547592001,-0.0008552937695742817,-0.004795964912332069,-0.056306104673678956,-0.03561010944469347,0.05814980411520881
0.24,-0.23385822084509503,-0.022088246028859098,-0.012898700873734528,-0.04177479951170377,-0.037422492890979084,0.05006703985785002
0.242,-0.24582627494724948,-0.020616514334493834,-0.005847315309214784,-0.05042648109122696,-0.03178291097518687,0.04557975019287878
0.244,-0.2342593121459429,-0.026482057116822905,-0.020429518313964726,-0.054664961411107986,-0.02439447594977869,0.049678435935003304
0.246,-0.237437175657674,-0.021620104377413598,-0.023426212192959903,-0.04746601168028398,-0.023204076250769142,0.0388191888196235
0.248,-0.23344779683564856,-0.020247736546397766,-0.026851593635829826,-0.03688595378601648,-0.02908378538601177,0.04722215373630168
0.25,-0.24678325731607798,-0.020505901512589013,-0.035761807763730606,-0.04245772268921423,-0.021680838617068092,0.038485594468236115
0.252,-0.24400156200555329,-0.017520113973752395,-0.02764985793052106,-0.039953643744708396,-0.02901143097702139,0.040522522525410366
0.254,-0.24280092474519033,-0.006055206345743512,-0.028593977973868034,-0.04166370863493935,-0.029200093390300965,0.027105913962293338
0.256,-0.24434990392755482,-0.012748793057456388,-0.02987238706836858,-0.033698340436421184,-0.026180788544476762,0.0319176784407307
0.258,-0.24128703223373527,-0.008073594725975193,-0.020407040256489775,-0.02323852836621489,-0.0333904224975501,0.03595683328221316
0.26,-0.23351326508215128,-0.013576889989147673,-0.022431747384055952,-0.02674374538815765,-0.026244926633804545,0.033167973162887776
0.262,-0.2390806677037385,-0.019382207531252388,-0.03559030312082649,-0.025373775911972363,-0.025343875772289498,0.04222341075604369
0.264,-0.2248688859690397,-0.023413749424201363,-0.04684753343144659,-0.026362616900882797,-0.024555275017509717,0.04051583972127753
0.266,-0.2191716815008112,-0.020641174597178874,-0.05338617778346106,-0.030879503750411538,-0.02102855315614169,0.04016479052271073
0.268,-0.23297118276987352,-0.011788078567441386,-0.027984870687842726,-0.03178871829526724,-0.015702571994263084,0.0397223460853701
0.27,-0.24204470447810286,-0.010504912150615053,-0.02164752662105132,-0.028685661092151343,-0.01659398358378969,0.03719448156972998
0.272,-0.2562210715792162,-0.004506883763928882,-0.02205053820958368,-0.03357793005759761,-0.016151138864877325,0.030999540809216127
0.274,-0.2584887960741501,-0.005788392323640988,-0.03168204360889751,-0.03171371205164814,-0.022298990018384923,0.028329429290895547
0.276,-0.2534912278583125,-0.01468331210652194,-0.04880621403443812,-0.0342707024988211,-0.031526208922337755,0.028910662378350636
0.278,-0.27704788771262967,-0.015630849113540193,-0.03489704591887151,-0.038469444008844264,-0.020521562313968823,0.025674882578195418
0.28,-0.2611433503014506,-0.03270262351992897,-0.031324024393234874,-0.0218678843445879,-0.034562317547158494,0.02890026599552513
0.282,-0.26787648480942083,-0.023467029192676982,-0.031779065144758735,-0.02380595340932697,-0.030283379801582723,0.03725651737552309
0.284,-0.257866682075944,-0.014579456384162356,-0.016680765808558106,-0.032777456161150346,-0.023704840385104693,0.03359324953718124
0.286,-0.24297514072166412,-0.00448055859422158,-0.023233250566994077,-0.02750755612993065,-0.022307531149104234,0.030486375374955625
0.288,-0.2493156243301688,-0.0012785138600800638,-0.024918604935758596,-0.010893013707512196,-0.029911800509613146,0.03688562520181656
0.29,-0.2483127574370496,0.009373927557958418,-0.025006919781822626,-0.016212414638154905,-0.03530348177577605,0.028854292181342132
0.292,-0.23158933071235768,0.006525643783571181,-0.030684438846619592,-0.009778251125141609,-0.03270132847921253,0.020263253787583993
0.294,-0.23769893195426064,0.0075119750160521715,-0.055278198194690965,-0.000966222680946026,-0.036727577183588565,0.015357737158398622
0.296,-0.24196216323797254,0.008576675230590967,-0.041336645787632124,-0.005955883580697129,-0.030978112298233777,0.013587043931798585
0.298,-0.23575515400707317,0.0020238200992008662,-0.046934159111344576,-0.002927445322222735,-0.04313566048249942,0.015447283678635836
0.3,-0.24475309458994507,-0.007113762214361298,-0.046110695131771164,-0.0013600100689419431,-0.03794102058431574,0.017537800436338062
0.302,-0.2358436907534199,2.815983936038893e-05,-0.0289144005106276,-0.012839427792976936,-0.03235966738732458,0.010653402366977737
0.304,-0.24278435733592038,-0.0012797664582049205,-0.036309725904907345,-0.017496977988350978,-0.032059547759789815,0.017555049746441613
0.306,-0.2291576786378735,0.004022378631965233,-0.03567990294576418,-0.01703234816933702,-0.027017217120313176,0.01351475563625452
0.308,-0.2501222661635162,0.015455689829129904,-0.030693735021852103,-0.01953701759838179,-0.035020064371341725,0.017190548104588022
0.31,-0.26190863380176316,0.015565977781774518,-0.022124629356101773,-0.007319172311518903,-0.0434742527304626,0.014422023543434932
0.312,-0.2530141287860969,0.02208235155825082,-0.027768457783430654,-0.024877551973028097,-0.03399459966240187,0.013609415005162282
0.314,-0.26411810987977663,0.016515320964178654,-0.020991062452005466,-0.019591756808141483,-0.030058656430909818,0.008057226831378977
0.316,-0.263909280352276,0.01620084880198381,-0.018234202663889035,-0.01117443902550593,-0.03465181004833641,0.005340536433328993
0.318,-0.26800077579092607,0.017738743487955847,-0.0086370977527839,-0.01784783351633693,-0.03310277991686483,0.010517494588881812
0.32,-0.2588016709074329,0.0010262675459824743,-0.026159481914286242,-0.011076037886636978,-0.031971942157800214,0.0155061429343346
0.322,-0.2642671347153342,-0.0022544661701643463,-0.01770965035980567,0.0026523851763934504,-0.04016411202452146,0.013750572063666566
0.324,-0.2699917243086066,0.0005284914478010159,-0.01814787039755297,0.002601526299742766,-0.03694797686422923,0.01612071044499504
0.326,-0.2828811824480465,-0.007041282164972583,-0.028595610077700978,0.0021700944290656047,-0.03137930127126759,0.01902328901667462
0.328,-0.26905859374425845,-0.004771445647833237,-0.033878928593274835,0.0014657985450987332,-0.0253027786448408,0.005084446642552547
0.33,-0.26813605708574134,0.0019293050713834314,-0.04648584752784536,-0.00433918990192743,-0.023311194860917917,0.009287285623761408
0.332,-0.26661006642744006,0.0030232291054713627,-0.04790970186042925,-0.0016684275402022771,-0.02573976449844867,0.0044355217802310555
0.334,-0.2582020901169679,-0.0001523663663490716,-0.05321310867346534,-0.007474635208851387,-0.023455657453951333,-0.006037256961930744
0.336,-0.26335997228772956,0.0015904590738501803,-0.05124502953114808,-0.01596864480132092,-0.025387971128755772,-0.003457955836367277
0.338,-0.2566152598369958,-0.006302714785693246,-0.045061416041922195,-0.01918551956864011,-0.016263428654402636,-0.004741720726622867
0.34,-0.26730702317926613,-0.013398963182874313,-0.04893026193681374,-0.005629376184540029,-0.023852355253683764,0.005911107190563658
0.342,-0.259774467367979,-0.014848944950163668,-0.0491876290823471,-0.0031406750737209403,-0.029454488380925247,0.00722409885452878
0.344,-0.24413859328798354,-0.012889393963672027,-0.04860308908976633,-0.010505232624112563,-0.023484470922960157,0.005155968902567986
0.346,-0.2535154952117726,-0.010610475914603632,-0.04021671759068433,0.0033393379009974034,-0.028242050304785073,0.010506416948861055
0.348,-0.2498206532462792,-0.00574525988608042,-0.05430642330518149,-0.002895999300557213,-0.020282479338171566,0.009762347112906179
0.35,-0.23982166828056128,0.006986973136301434,-0.0550812959067094,0.003984363690434962,-0.02099950942706512,-0.0012019028605815187
0.352,-0.2509940979630503,0.006679305617712647,-0.05872691397882637,0.00614642992450838,-0.019834923605819378,0.0021629587178969086
0.354,-0.258485068897972,0.012184491601071882,-0.03204987567297609,0.00815819084186219,-0.016859763155339543,-0.0017591772528853823
0.356,-0.2435951710928764,0.0032980539704564904,-0.041224035821307396,0.011432285805597353,-0.024718892705209616,-0.013507810299385189
0.358,-0.24732610852352999,0.004259629689549164,-0.04503166429087612,0.013555149210827573,-0.02719342110382772,-0.0034617199002685306
0.36,-0.24137766947601344,0.00031693080772675797,-0.049900367480879865,0.012318520674163167,-0.025310467947390048,-0.009419302029315235
0.362,-0.243283729499955,-0.004664288125172435,-0.06652474950526245,0.007951137915100544,-0.02264984014023593,-0.0026760707709571133
0.364,-0.23780600842270985,0.005935584637158776,-0.0464238901091863,0.0015044139432257707,-0.020697364952822248,-0.0008818284691678795
0.366,-0.22199574641212078,0.014207704292102686,-0.04885608649792409,-0.0008580562138018821,-0.01898304177886445,-0.010105426357315294
0.368,-0.22802785521442562,0.011258807568803915,-0.04339772273347011,0.016849702542549475,-0.028553058117645396,-0.004833882750977932
0.37,-0.24515984723261597,0.01892334789510583,-0.031270744263258154,0.006497041877599719,-0.015284891411736777,-0.006447517263504416
0.372,-0.23841018685527646,0.02098005481902061,-0.02153421435657506,0.012457086839254772,-0.012341259342496223,-0.005809028817261619
0.374,-0.23033110826951841,0.022374225487338882,-0.027038287856085218,0.012714575004678326,-0.010512820326827621,-0.011709980363868368
0.376,-0.22796674865998587,0.01592625103867003,-0.035671485729097036,0.010113201848965627,-0.011453353400929608,-0.013928811863973272
0.378,-0.2181997385355752,5.326338091254147e-05,-0.06782763599661948,0.006109317715002846,-0.006612815509552603,-0.0038367187067842503
0.38,-0.22405081615582118,-0.003446083275664746,-0.07157967336159045,0.00802818360901803,-0.010189066486519639,0.00014650101793374455
0.382,-0.2289944771541172,0.002781562845725137,-0.0664344397346212,0.010675596617697873,-0.020573467867810814,-0.010479881111914223
0.384,-0.24315156163128337,-0.0011189049798164983,-0.05660827164034495,0.005371131433462951,-0.016763824370248138,-0.007166424967002865
0.386,-0.24342424760974518,-0.0009243004566509643,-0.057485510893222694,0.009602719785009711,-0.012075022418572468,-0.012924165687482461
0.388,-0.2575094426030541,-0.009273774750279412,-0.04628196248060235,0.018739927172318475,-0.013667419976010531,-0.009211996646847376
0.39,-0.2632855636631217,0.00426261887876133,-0.03658456229917013,0.013329108230226863,-0.010892106255295571,-0.011686396363682069
0.392,-0.26287740201487664,0.008941602746422108,-0.0382997304728412,0.00028477093093761774,-0.00928711067498629,-0.010851048943189834
0.394,-0.2621395108821815,-0.0003243334924835626,-0.05209785195860848,0.00435020916479214,-0.014345482209284556,-0.008952938096504378
0.396,-0.27258474275311345,0.004717590060383705,-0.05458799328666849,-0.009906505066796504,-0.01637337774067719,-0.01579797081745274
0.398,-0.2790096716702637,0.00256685367341122,-0.03451504432839168,-0.013662418295707896,-0.00876677307020524,-0.019195638233346128
0.4,-0.2751095404353159,-0.0002854673815302292,-0.04497712137767115,-0.005948532157320669,-0.011505368767318568,-0.023096517732747675
0.402,-0.26041902182822824,-0.0028773537167322634,-0.04252507236326494,-0.007456770423206432,-0.006212196410703759,-0.02487092344745115
0.404,-0.25699269772174294,-0.0013513290969037793,-0.04329718319673601,-0.004987628391180167,-0.009038664239231393,-0.02520212776972684
0.406,-0.24947776165393992,-0.004275080615407993,-0.0433248877327265,0.017644484418314975,-0.014948157620147026,-0.025233350079442905
0.408,-0.2597900080639431,-0.0019405372833518483,-0.06141855551150261,0.009494559662429925,-0.01475217629400987,-0.02377391082036654
0.41,-0.2658368959359921,0.0019621447426224695,-0.05743419718687597,0.018708957402417892,-0.017175055922933728,-0.019692298858152504
0.412,-0.24860685061286508,0.012688630707522738,-0.05612325276800024,0.006009409993811571,-0.00982641242716023,-0.028931671359193476
0.414,-0.2451707728352613,0.009492074006241462,-0.06105113163364344,0.01663215300464003,-0.01265354783656191,-0.030555408020322413
0.416,-0.2498400297444216,0.008967066448850034,-0.07669167699273984,0.018452342125136974,-0.025065843355799127,-0.02745721845709207
0.418,-0.24489431528533193,0.017690477464816893,-0.07145099337022566,0.016972238409626222,-0.018772375254655634,-0.02737985828760106
0.42,-0.24643532786719136,0.02356144476433722,-0.048582141435123696,0.021173904673770682,-0.0217147979896779,-0.02130164540456189
0.422,-0.24905448663690333,0.026286045413549442,-0.03113725180944773,0.021837544071469248,-0.02040478526888125,-0.019639984637054648
0.424,-0.22601247090587356,0.021751747147987152,-0.026653756607921828,0.024441901193325177,-0.022108372158025524,-0.028125780022810607
0.426,-0.21632611937092722,0.019707976688117083,-0.04611098935032498,0.03461839316102399,-0.013288725918406255,-0.027279519254352697
0.428,-0.2089322331880397,0.015178608692748565,-0.05550934786175784,0.039058131208446506,-0.01875130834601904,-0.03172273733085513
0.43,-0.22807212960094694,0.022815952980480322,-0.05507995953385957,0.03255677178944606,-0.010391550157741462,-0.03219072864246006
0.432,-0.23151019960017127,0.01711657721081938,-0.060535340838165724,0.03374472634462167,-0.016833283334491966,-0.02730316666953485
0.434,-0.21836578429154788,0.025112246135734324,-0.06511149664094396,0.020185040728115788,-0.009568763061172107,-0.036030858266150725
0.436,-0.23839912931681398,0.014982444083712411,-0.04439806085161267,0.0373399435687004,-0.026732161667546637,-0.03137605128367146
0.438,-0.23174354156171065,0.005281166877624741,-0.05856937125931367,0.04955056779305914,-0.023774720642890983,-0.03034777820576427
0.44,-0.21609385054809155,0.01400977803280815,-0.0709117542588249,0.0428647765638044,-0.026094697106010704,-0.039902239172071294
0.442,-0.21655525064086,0.01695405140773921,-0.07333364375829231,0.030889765090180633,-0.026022143458451247,-0.0379423090791567
0.444,-0.20646830797890584,0.015433543574448592,-0.05637769794296917,0.0400053874830996,-0.028153939989607968,-0.045820953248922026
