time,V6,V1,V2,V4,III,V3
0.068,-0.1652838086035649,0.97508623509671,-0.5881187130199244,0.060676161169775214,0.6260647113944551,-0.0785516105145906
0.07,-0.11665654906268803,0.900092101408414,-0.705767177063851,0.08130160359037651,0.6769683606439774,-0.1481066076933631
0.072,-0.0879347563899286,0.8188131888235693,-0.7275061251274381,0.08328729470861311,0.6456453035329273,-0.13626975460952565
0.074,-0.06764373378166043,0.7485305996320275,-0.7514005837809955,0.08249731449757577,0.6293671930953979,-0.12831018465980115
0.076,-0.04739326038916576,0.6786432201131324,-0.775357105168593,0.08233459715796765,0.6162824924546509,-0.12340075869403223
0.078,-0.02807887808160863,0.6084075934863366,-0.7994718746977022,0.08166687860370347,0.6004996580982597,-0.11551899234166434
0.08,-0.03454942099253713,0.5694446256676166,-0.7768934235483884,0.04366402224888406,0.5939709435152862,-0.11689560407554005
0.082,-0.03758124653880264,0.5371170443167971,-0.7664069347931608,0.016438035398335278,0.6032792961319918,-0.12035245478477172
0.084,-0.04061307208506816,0.5047894629659776,-0.755920446037933,-0.010787951452213241,0.6125876487486971,-0.1238093054940033
0.086,-0.0434649194736903,0.4725959388633812,-0.7459051797114891,-0.038312651881503526,0.6220695732807187,-0.1266782887279211
0.088,-0.04973157580486536,0.4132108177842142,-0.6898401952445616,-0.06772677120207575,0.5922155383756922,-0.1325187970263404
0.09,-0.05371643347327619,0.3513192924445163,-0.6429835106655657,-0.08427214919044043,0.5867861793649585,-0.13687579377987363
0.092,-0.05889248927210849,0.2881082736028975,-0.5957440546068937,-0.1001321865308854,0.5844813578678197,-0.14260243281803664
0.094,-0.06307753600620393,0.22546368780544201,-0.5483320736667439,-0.11709486036447413,0.5791337669406905,-0.14763971283939972
0.096,-0.057737487747138654,0.18186688493707553,-0.5146135024799241,-0.11985222813038442,0.5510993287355033,-0.13304064376767383
0.098,-0.05050708252621894,0.14079944652448326,-0.48877384972313426,-0.11936212700132454,0.5360734452209102,-0.12706401429656297
0.1,-0.0444347414901696,0.10094889280724131,-0.4621622747228294,-0.1199422187028218,0.5254013782266286,-0.12249918520644022
0.102,-0.03737476847690815,0.05995969742195904,-0.43558804330283546,-0.11941550309138532,0.5105483363184354,-0.1156880023523907
0.104,-0.03960563830002691,0.060360401087800906,-0.445311495677769,-0.12533958653951538,0.5074670133166019,-0.10401441084448579
0.106,-0.04247347338568896,0.05587972111202358,-0.45353477505836004,-0.12254152513754546,0.5186980552435922,-0.09356372729343698
0.108,-0.04544669858392068,0.051720959533822164,-0.46141472322674465,-0.12015156528468743,0.5299047667670865,-0.0844981812268239
0.11,-0.04831452574111375,0.047240265305911,-0.4696379921139681,-0.11735351230491381,0.5411357279888591,-0.07404750939573536
0.112,-0.036152145782213284,0.023979096755671746,-0.4777609377999303,-0.12183230267540943,0.5155090180280993,-0.06904654273826835
0.114,-0.03462670745807976,0.017956409937337235,-0.48257195346654985,-0.12736509150161765,0.490302352817001,-0.05733975494715427
0.116,-0.033326741523916535,0.01261328753527558,-0.48665317139914144,-0.13367930941880643,0.46525816475043813,-0.04855144743360912
0.118,-0.03175118135490655,0.007617669074650076,-0.4915265242833579,-0.13965946637866294,0.44084823175514876,-0.03701910720415097
0.12,-0.04263027505322194,0.011288651330430586,-0.4734028457838474,-0.14985460269978643,0.4535924870460985,-0.0745804739889466
0.122,-0.0503380657119748,0.020403864939544138,-0.464502986497652,-0.15468136119689352,0.46034808625141665,-0.09184431966365585
0.124,-0.05824813679596525,0.03007788555586298,-0.4549497737302682,-0.1597776607540908,0.4682432284649295,-0.11157250154681768
0.126,-0.06481535080329558,0.03929055077441532,-0.4462512500220667,-0.16475528463706285,0.4754391948847936,-0.12825859948327833
0.128,-0.07530565503674809,0.041489149907699766,-0.44508728787936386,-0.177714561333539,0.4470528978854893,-0.12868302079827668
0.13,-0.07628721858772615,0.042311861612680746,-0.44099279370314026,-0.1783344139770431,0.4471968087604679,-0.12631749817277427
0.132,-0.07726878213870418,0.04313457331766174,-0.43689829952691683,-0.17895426662054703,0.4473407196354463,-0.12395197554727184
0.134,-0.07825034568968223,0.04395728502264263,-0.4328038053506932,-0.17957411926405123,0.44748463051042486,-0.12158645292176933
0.136,-0.07438700140452764,0.0302993345807622,-0.4122217437118496,-0.162110278094807,0.43840932969445967,-0.11555341034280278
0.138,-0.07587851782070011,0.027950974536026425,-0.40752795356609417,-0.1540639021007187,0.4331112778173907,-0.10858891515324902
0.14,-0.0775359772523054,0.024202888824514924,-0.4023792450333381,-0.14626368979780455,0.4281543003292998,-0.10265343087373721
0.142,-0.07903882814655817,0.020698203522915716,-0.39774964306391536,-0.13752912179858973,0.4222759788349321,-0.09497202433487104
0.144,-0.08920065801562968,0.025310339990770144,-0.3982439817535331,-0.15141048271598437,0.4167437126703214,-0.0967904012622519
0.146,-0.08852187059546017,0.03146352643450865,-0.399745710763088,-0.1529995908302982,0.42301275766947327,-0.09361462613410682
0.148,-0.08803887107626983,0.038679340146343166,-0.4005714599679926,-0.15457873830518548,0.43213947573769934,-0.0930155297964493
0.15,-0.087333983834306,0.04535676165290947,-0.4021070252035551,-0.15650783212552755,0.4385287981651047,-0.08995763845551034
0.152,-0.08922056352572726,0.03146190193338876,-0.39384349000024693,-0.1742481195026796,0.4253102086233346,-0.0909928385950653
0.154,-0.08968599473198136,0.02382611522380384,-0.3927267396237917,-0.17814595244892073,0.4177109811705867,-0.09285532341573502
0.156,-0.09036353381095441,0.016653148222378747,-0.39093499719185126,-0.18126325990145226,0.4137559463680218,-0.09690250843443243
0.158,-0.0907767467665575,0.010066134631828958,-0.3898855726975585,-0.1858420353584355,0.4063972506421124,-0.0990016450376101
0.16,-0.07695579839396333,-0.008249930708131147,-0.37213102512862606,-0.17306306339653782,0.4280719969321388,-0.10630671266513898
0.162,-0.07122954962958619,-0.021370525725638276,-0.358649642773671,-0.15890650138877974,0.42767750086818557,-0.10597218627085288
0.164,-0.06571331233215354,-0.03400659627365956,-0.34449825702779624,-0.14420298826440667,0.43037099696544595,-0.10788456429544659
0.166,-0.059766743415311074,-0.04589049318812616,-0.3315156103440492,-0.1312230871172932,0.43004000802325515,-0.10741071279275612
0.168,-0.0571406492874094,-0.07266616987373146,-0.3289267304965386,-0.12437648960721334,0.41340719297994183,-0.0927326862082367
0.17,-0.051390255346760345,-0.0817051718275322,-0.33115070057503976,-0.11631155091622283,0.4120381345597125,-0.07604965233409497
0.172,-0.045796993347162814,-0.0904216006952884,-0.33287579422639135,-0.10749513080416918,0.4137673266217222,-0.06092150384618466
0.174,-0.039993719880620775,-0.0996225540325304,-0.33527089126866255,-0.09922566180873056,0.4124085265225183,-0.04354645093939464
0.176,-0.0484260235438747,-0.10730489551866172,-0.34339409968971496,-0.09578112262054646,0.4373847342417473,-0.06264913342142601
0.178,-0.04764573795948913,-0.11006205727971569,-0.34753310038744584,-0.0939988668577843,0.45590191644049805,-0.07612169361547531
0.18,-0.04682160692651431,-0.11261968228885656,-0.35200127220019317,-0.09180715070767922,0.4763745775244129,-0.09174615747171445
0.182,-0.04589007728758379,-0.11547725802786431,-0.3568176698521748,-0.08944103357860855,0.49631503571135016,-0.1060476850359252
0.184,-0.045703805989431946,-0.11629819758032414,-0.3751797633339223,-0.12473818844689337,0.4434899723513257,-0.11503206969272288
0.186,-0.048579319103072324,-0.11607279714844315,-0.3793584440670849,-0.1461273102619809,0.4185547559043971,-0.12194458807392276
0.188,-0.052267305816649304,-0.11652974207594813,-0.3844525277173057,-0.16818332979919315,0.3939914430397295,-0.12971175167266005
0.19,-0.05592522714460891,-0.11702956254235333,-0.3896409193620658,-0.19054590465731935,0.3684598693337437,-0.13724186313530248
0.192,-0.04858734971889586,-0.14397570190961098,-0.38086974597948375,-0.161012949041754,0.3664148945739259,-0.10611220353809937
0.194,-0.04872882065458056,-0.1613241976050121,-0.38256936087456633,-0.14332251290738304,0.3536430585060699,-0.08734380100367148
0.196,-0.04899177442684883,-0.1783400623383931,-0.3838761378672069,-0.12577019260714356,0.3416095489074589,-0.07004790172622445
0.198,-0.04907901861849656,-0.19461781724705007,-0.38564797327147976,-0.1089943995536617,0.3285217112659685,-0.05157835216671185
0.2,-0.042762242300437195,-0.2034419547774112,-0.3772583706712054,-0.10190163639848955,0.32969544879773166,-0.06375592591066735
0.202,-0.043662133088654215,-0.20411224101852724,-0.3749022585272867,-0.1004080685047821,0.328827589221151,-0.06669526328723707
0.204,-0.04456202387687123,-0.20478252725964322,-0.3725461463833682,-0.09891450061107458,0.3279597296445702,-0.06963460066380685
0.206,-0.04546191466508826,-0.20545281350075925,-0.37019003423944974,-0.09742093271736707,0.32709187006798957,-0.07257393804037658
0.208,-0.05111815034526922,-0.2164529540728962,-0.3841165356460231,-0.11767810742082298,0.3148895243856392,-0.09167006652920938
0.21,-0.05079430512359887,-0.21851496366692416,-0.38597702812765244,-0.1240912844858658,0.31292110088944336,-0.10227031452288834
0.212,-0.050692813206163534,-0.21986477968090504,-0.3871151146153381,-0.1316362225075462,0.31028084140074336,-0.11588211094961158
0.214,-0.05036687950718764,-0.22190507026147305,-0.38898060625490066,-0.13828296552748648,0.3077562981207948,-0.12654455144418206
0.216,-0.056377664565648716,-0.24448385690077665,-0.3697262179133021,-0.1255308647370501,0.31615033734679254,-0.11761248491828706
0.218,-0.05872908316070238,-0.25377038950822783,-0.36266967865369687,-0.1185286668901656,0.3132616031036404,-0.11605643362678286
0.22,-0.061132720006407,-0.26410569523471417,-0.35554581351192893,-0.11084552653253874,0.31013233713364924,-0.11426373055277063
0.222,-0.06353635685211159,-0.2744410009612006,-0.34842194837016116,-0.10316238617491186,0.3070030711636582,-0.11247102747875848
0.224,-0.05482008727271241,-0.2801775153181878,-0.328240400816901,-0.10884993144831534,0.29454499049739,-0.10221710959341154
0.226,-0.051582982699859795,-0.29060043460961266,-0.3217165604035347,-0.10947085906924153,0.2948237527383442,-0.09029841125533468
0.228,-0.04873908267818784,-0.30070523868503196,-0.3140440188862108,-0.10889590790000972,0.2988509962559491,-0.08112140190757107
0.23,-0.045677806493846375,-0.3106327680541494,-0.30708322951419365,-0.10823197695739833,0.2994625703349967,-0.06978564911495033
0.232,-0.044106398511307605,-0.2989191931891047,-0.31260733069800295,-0.12665880637573437,0.2942252182085613,-0.09174693688019575
0.234,-0.04421814302460688,-0.29360381030527966,-0.31144429036298976,-0.13573909211377103,0.29878252070629485,-0.09852535153564726
0.236,-0.04449227275412264,-0.287848547314986,-0.3097572446368913,-0.14496377208163777,0.3044179106934011,-0.10725564480678815
0.238,-0.04457888740211483,-0.28202000113786196,-0.3086255279896409,-0.1542671172885127,0.30937374986135774,-0.11412062943158251
0.24,-0.05254557853158099,-0.2602400988794833,-0.29673418510743593,-0.15780588594729844,0.30060231802136517,-0.10886041538378284
0.242,-0.05866244155308483,-0.2523841521500142,-0.2929192130958422,-0.16432349602544175,0.290065102965149,-0.10526388578158896
0.244,-0.06492999063204248,-0.24442781067126715,-0.288918080746366,-0.17009875843872596,0.28151764517595385,-0.10455804974087204
0.246,-0.07115774113245688,-0.23626721625818223,-0.284801889178572,-0.17688492820335514,0.27003125482879475,-0.10125008854338102
0.248,-0.07244932232610639,-0.22577859311996337,-0.263529753861443,-0.14747770752242906,0.29055058552827795,-0.10078402544584805
0.25,-0.07179279853167972,-0.22039396211725396,-0.24734244838506758,-0.13229720549371154,0.29875029124816976,-0.09179422485306782
0.252,-0.0708990782544868,-0.21528142559336913,-0.23210555580243186,-0.11698548344190939,0.3065814769026065,-0.08279726921858371
0.254,-0.07024367298087836,-0.2099074418345908,-0.21591576370636772,-0.10168834169548455,0.3150590431642815,-0.07377658994277508
0.256,-0.08891476835469769,-0.17645013784718183,-0.2042045057065854,-0.10040755119267204,0.3215357178153779,-0.09801339512860967
0.258,-0.1035132800680682,-0.1542168982341209,-0.2034688995552329,-0.1033990108454783,0.3310604457969679,-0.12165272733373474
0.26,-0.1190965595621064,-0.13306065505578626,-0.2030252782333865,-0.10593022250899005,0.33966619991686225,-0.1447460229708239
0.262,-0.13465003968833367,-0.11149582947157997,-0.2025601094378631,-0.10962509619121469,0.34932454585517586,-0.16810606256348767
0.264,-0.14497014790510382,-0.09126443702493445,-0.19924144333197671,-0.1183260883134758,0.34556036123579126,-0.18721919997186295
0.266,-0.144773964110751,-0.08287425224578686,-0.19948999619835897,-0.11486627570352168,0.3544995932932578,-0.18866024122511893
0.268,-0.14482437496297237,-0.07488524155798766,-0.19903812602524146,-0.11193027090547958,0.3621143165738159,-0.19257693449192498
0.27,-0.14462609476284508,-0.06647335201751409,-0.1992916675561894,-0.10870403267261955,0.37049734814231217,-0.1940801799660329
0.272,-0.1516649234501819,-0.06251011624877179,-0.1922873327964911,-0.08406217942463337,0.371249380501459,-0.16917527475692645
0.274,-0.15700186188575668,-0.0647658364349923,-0.19217468764833734,-0.06502808366916002,0.37464181984418665,-0.14869279457182646
0.276,-0.1623910185719824,-0.06807032974024795,-0.191994716618021,-0.04531304540294401,0.37779372746007517,-0.12797366260421852
0.278,-0.16784493103993023,-0.07115900392627998,-0.19160380598419652,-0.02599954221233641,0.3805847802345453,-0.1081584402536605
0.28,-0.17291600856360373,-0.04816326739134613,-0.21000829098558957,-0.028628901253129373,0.3763431023178485,-0.1187554726868987
0.282,-0.17076381758791154,-0.03932758401488406,-0.21689595771433853,-0.03285277554618587,0.36967033736627913,-0.12127461207201892
0.284,-0.16900282802183275,-0.029864618161912708,-0.22234171636891448,-0.03680672872911805,0.36562994912014757,-0.12544887176051006
0.286,-0.1668366327994322,-0.02106136636335457,-0.22927389062996617,-0.04106702278225744,0.35875064707958987,-0.12781845287219354
0.288,-0.16991011804271464,-0.007885361763802478,-0.2543676678714735,-0.04094551313239785,0.3787909850463113,-0.13469679286886224
0.29,-0.16747234600647498,-0.005015277584689321,-0.26368314845979157,-0.032255122854245484,0.39503689266401215,-0.14017844818336786
0.292,-0.16524066653048547,-0.0019050785674716397,-0.27214490623769244,-0.02411928225304838,0.41040478544734593,-0.14546109377802652
0.294,-0.1627878912242126,0.0009437527874994168,-0.28150758071246507,-0.015582227491589261,0.42616689574318284,-0.15082393838356623
0.296,-0.16573275438051713,0.009599923366815297,-0.30432578957218337,-0.0068454811415948535,0.4174971362690075,-0.13834035424340732
0.298,-0.17208258629589762,0.015881915327487728,-0.3174616955764462,-0.012233322891118151,0.39926184568553996,-0.12776511939251575
0.3,-0.17860709718346893,0.021436707613750126,-0.3301349357512277,-0.016961403304643297,0.3818026897916651,-0.11839441047827347
0.302,-0.1854138622877447,0.029780101076089412,-0.3412651621683109,-0.013355603912017509,0.39658974934225594,-0.11261222098645576
0.304,-0.18218536802449137,0.024096870686274238,-0.35396444890418327,-0.03246064992543877,0.4104166614056973,-0.14001212247754846
0.306,-0.18262188726756928,0.019117969914302372,-0.36757102368203126,-0.0335863542099872,0.3988868563050281,-0.13404678738573597
0.308,-0.18675337714300694,0.009592875285419597,-0.37242131349516217,-0.033254069865610435,0.40455978873741927,-0.12913195490291154
0.31,-0.18976022661519865,0.014163387004264897,-0.3771913050613092,-0.05599551398171682,0.4019494890747721,-0.13617823720695454
0.312,-0.2007946437068579,0.023384687923233758,-0.37681033781343837,-0.045710272955077375,0.40890952733930086,-0.16237291328047923
0.314,-0.20099071785895664,0.03094106045089814,-0.3774057380512057,-0.02577908242945167,0.4462239977307067,-0.1754065236248176
0.316,-0.20063504618581252,0.041257668833918335,-0.3783258790296315,-0.009999879205367813,0.47351805548916265,-0.17247004231604
0.318,-0.205008427802467,0.04396493675854244,-0.38181583625620136,-0.00273997609943466,0.49950497143351424,-0.17997302531650572
0.32,-0.20961008892230507,0.06602091108536967,-0.4010040454244106,-0.005222914531876989,0.4724829084153053,-0.17214724076902496
0.322,-0.2070497760390009,0.061729999869101666,-0.4087316393001645,-0.0013493484803213938,0.4712430101666364,-0.14785469689218178
0.324,-0.22390111397086065,0.06453765151328675,-0.4186709539487584,-0.016588524715968438,0.45056264214212305,-0.15131554785782944
0.326,-0.23987088568103176,0.07061225937328051,-0.4341287502871828,-0.026909793354519394,0.43612161446434633,-0.14152641245050668
0.328,-0.2261905529823054,0.07227714842574552,-0.4466803963593257,-0.012318732563325009,0.42324973549643624,-0.12305201673841955
0.33,-0.2208731788306922,0.07462330098616521,-0.44639379886674746,-0.02039439178999207,0.4119457152429506,-0.12737050002219794
0.332,-0.21611447192726627,0.07077410807083416,-0.4444346754823694,-0.040398609033042474,0.4230873180595564,-0.14707051102519056
0.334,-0.21619325058557937,0.07523467823307843,-0.444469604982482,-0.0185611302815441,0.45851984941606116,-0.14357761192938864
0.336,-0.21423962721771003,0.08870867391493853,-0.45149723862771635,-0.003613344907809236,0.46163025579799977,-0.1447721554758924
0.338,-0.20861096822557995,0.09379770720114149,-0.45540673231009327,0.00011576174506966401,0.44604127392984483,-0.15895314064795657
0.34,-0.20572630754826773,0.11320636498900137,-0.46642148502643527,-0.0009856160381928381,0.4503346940452517,-0.17935291240673493
0.342,-0.20351852521273683,0.13380001965298496,-0.47391312726207346,0.0014906972625972979,0.4677719396792988,-0.19054311836111698
0.344,-0.21688862331882178,0.11131993276164262,-0.46638293034074846,0.01725328241269029,0.44491095603410763,-0.16716275708314632
0.346,-0.21593608746568416,0.1035102051298791,-0.4698119225649928,0.006081621758455059,0.4073682309924325,-0.151143241137982
0.348,-0.2310378959862723,0.11463018573457978,-0.4878373444556391,-0.0108670972828698,0.3671201330193392,-0.13721248003257505
0.35,-0.23186423295566985,0.11454664480088146,-0.48566705349979317,-0.016066585285359144,0.35019358796499606,-0.14177298272760566
0.352,-0.23473830736160736,0.11485704205845165,-0.48848256054433226,-0.030429446123282723,0.38867166941249504,-0.15747061289457376
0.354,-0.23267237454568626,0.10826348300532723,-0.49556349412122025,-0.045680384892924406,0.3654705592614449,-0.15046641584581522
0.356,-0.21364663692191663,0.09222343964523413,-0.4929015429404073,-0.04947200202940046,0.36885596700997236,-0.13645636910742284
0.358,-0.20509208662311207,0.07673665732340947,-0.4883356107418799,-0.04099572698752759,0.41100861976962627,-0.15010214733740612
0.36,-0.20245352369125016,0.07268251427179608,-0.46555695367181965,-0.028569729511596247,0.45481463649453685,-0.199907958451849
0.362,-0.2232954588501325,0.10569552422226591,-0.4650929834644989,-0.03970985401141042,0.480844738423653,-0.2438966420673942
0.364,-0.22636857476374764,0.11429125048890144,-0.45473691524465926,-0.03320161412331902,0.49936593427316206,-0.25951176675027454
0.366,-0.2245778894808121,0.11974959913421072,-0.44365663788052345,-0.00802183646722395,0.5043591274355862,-0.2500330973190049
0.368,-0.21864444172808964,0.1110814654081981,-0.44695655304143056,-0.003890200325025531,0.48050631359119295,-0.2219349772052537
0.37,-0.23101580640970704,0.11639683536823545,-0.4585295533184529,0.006681124591760329,0.482440853887367,-0.21260179873756882
0.372,-0.23607124017678763,0.10523918005448267,-0.4596475422791563,-0.005139257558818466,0.49933463259904337,-0.2254743865385371
0.374,-0.24908112962633538,0.09903183682951984,-0.4656743767370923,0.006607589361338981,0.49911122590107687,-0.21299293098219135
0.376,-0.23909630560639997,0.09071188884500239,-0.4717988347461942,0.031090525258671172,0.48427540413258857,-0.20315732363943964
0.378,-0.23771100359342442,0.09802420062080695,-0.4761070014904619,0.02581742394469979,0.4484381360649506,-0.19452295288548793
0.38,-0.23625755728338843,0.09744722109987823,-0.4798586588571597,0.013918104506518971,0.4347978291290345,-0.18841646174354743
0.382,-0.24323825809660682,0.1151588845771577,-0.4876129071848534,0.029105128783991713,0.4257754096238894,-0.1755652279773939
0.384,-0.2599718303848415,0.12450219790325741,-0.48276809636424617,0.02126985371532276,0.4401027931173843,-0.18715621711833766
0.386,-0.275802513611041,0.13057803706293455,-0.48112366770939563,0.012298538176947435,0.4708440595084984,-0.21209495525356517
0.388,-0.2780937229295598,0.13268404105387652,-0.48782301907479997,-0.001697013373009753,0.4801046590388929,-0.23290099481068596
0.39,-0.2854453486039571,0.13260191965823578,-0.4790129839695427,-0.006563204299116997,0.4861545713457558,-0.23397742345701864
0.392,-0.27873986641015047,0.1302069585246908,-0.4863553479698243,0.009628737920323472,0.49967422450302895,-0.22923903940584905
0.394,-0.2764510798088485,0.13538919180143896,-0.4938589469897987,0.0005859705413518333,0.48286646113474346,-0.22439206827874078
0.396,-0.2820176010998244,0.1399722648522041,-0.5088360194779978,-0.01576556048682354,0.45334323454059505,-0.21370378286875
0.398,-0.29295409759859675,0.1439272882431257,-0.5072561468526678,-0.018223940474408586,0.46001725550015227,-0.2294857788886086
0.4,-0.28544692889192924,0.13439205439798096,-0.48115797158668694,0.004229515350056983,0.4360693613270446,-0.21526200402761406
0.402,-0.28176435112746884,0.12970181404477846,-0.4764062704842229,0.013733254158642075,0.4282584369900719,-0.20315982627363033
0.404,-0.2804769958738354,0.12763410297634808,-0.4663253553423933,0.02223740072170999,0.42487329281008596,-0.19435119595367037
0.406,-0.27737347147322666,0.12425979278835067,-0.4588029178192783,0.030606834169625247,0.41747074620775826,-0.17988674752973466
0.408,-0.2866429330443548,0.12458414548593934,-0.4620015766972646,0.0318420805224526,0.4068878164198252,-0.20348119967376926
0.41,-0.2929085713904528,0.14035236500856504,-0.47577831093485684,0.014412165394320352,0.42152761300474373,-0.23133523291584862
0.412,-0.3001675305251694,0.1481706604250474,-0.46974596305681166,0.016051621839541733,0.4287140668654656,-0.2554914038072695
0.414,-0.30452979682174686,0.14373541348949115,-0.45616670073316773,0.05134213870861971,0.47209288837766866,-0.24994910136704995
0.416,-0.2926365443121205,0.13080565437282332,-0.4451806005329366,0.07834878159974787,0.4678964882005086,-0.221709966094926
0.418,-0.280087873613055,0.12004083507263343,-0.4391610772294854,0.08608508786904435,0.44210502753113656,-0.2053022722450234
0.42,-0.2652755003237746,0.10799693969991808,-0.43805268868506086,0.10511928184122092,0.43120772335790625,-0.18999506768080496
0.422,-0.25152399259988656,0.10192182482034931,-0.43640654437998627,0.12279644602226605,0.4294538298162813,-0.17926316422496652
0.424,-0.26714442320399207,0.10236998930859607,-0.4325561281461915,0.13176295595882173,0.4153402451200236,-0.16639697686248914
0.426,-0.27330248491506404,0.09517710842454856,-0.43071089928705897,0.1339697127044876,0.4058951578667477,-0.17100282796132707
0.428,-0.2781562784404925,0.09568217024908937,-0.4343333575309366,0.1382982547508288,0.41849416807503687,-0.1907542966969391
0.43,-0.2857687571656755,0.09669297878584235,-0.42673361398109183,0.1279084256289363,0.43021668073914604,-0.2174470981100601
0.432,-0.2928813127951909,0.08929160548110478,-0.42206310942347275,0.152426954545234,0.42989659932819674,-0.21075006355744522
0.434,-0.29172786669788403,0.08689758766155962,-0.4073253475754106,0.1688938143884317,0.4041284576187567,-0.1790381059021984
0.436,-0.2900320439842812,0.0781629958723319,-0.3975033028347939,0.1945541421882172,0.4231443290715308,-0.1692260858328933
0.438,-0.2935141371410355,0.07802042077741539,-0.387115270489436,0.20235818708808936,0.42404603565685645,-0.18218394864014778
0.44,-0.32459134485283886,0.09430041065686341,-0.3208963635347037,0.288141070244928,0.4931502847367956,-0.226541379502163
0.442,-0.3362458944180612,0.06714029595110596,-0.3131482275978836,0.29331744777965585,0.4290969318834561,-0.17186077964702567
0.444,-0.3429912427114591,0.02100000881619507,-0.3283118363485348,0.3096783677191936,0.3396335721023191,-0.07807158985316796
0.446,-0.35722659972503035,0.01045470905081492,-0.33628013712033844,0.28106838437584275,0.29785592381877213,-0.11200053635007783
0.448,-0.35877477891290527,-0.006876424415085516,-0.3218052592424255,0.3202378110088914,0.43158993034066334,-0.21890227865194947
0.45,-0.308889435252464,-0.12026292385795201,-0.29643120325454503,0.4353504979314077,0.5626751433719969,-0.2063660817984236
